ph,temp,type
7.1,44.9,unknown
4.9,27.1,unknown
6.4,31.5,ikan lele
7.0,42.5,unknown
5.7,18.1,unknown
5.4,20.0,unknown
5.3,15.2,unknown
5.8,28.3,ikan gurame
6.4,43.8,unknown
6.1,35.1,unknown
5.2,41.8,unknown
6.6,44.1,unknown
7.2,21.9,ikan nila
5.9,42.0,unknown
7.5,44.5,unknown
5.5,20.0,ikan gurame
6.9,40.4,unknown
5.2,16.9,unknown
4.8,25.9,unknown
7.0,40.7,unknown
6.1,23.9,ikan lele
4.9,24.6,unknown
5.2,18.0,unknown
5.4,26.0,unknown
5.8,18.1,unknown
6.6,22.1,ikan nila
7.2,42.8,unknown
4.7,20.8,unknown
4.8,23.6,unknown
4.7,29.5,unknown
7.2,41.3,unknown
4.7,24.3,unknown
7.0,30.2,ikan nila
7.2,16.6,unknown
6.1,27.7,ikan lele
4.8,39.8,unknown
6.1,30.4,ikan lele
5.6,16.6,unknown
5.7,40.7,unknown
5.0,15.0,unknown
6.1,22.3,ikan lele
4.6,18.7,unknown
7.3,23.3,ikan nila
5.0,16.2,unknown
5.7,21.0,ikan gurame
5.6,19.8,unknown
5.7,22.7,ikan gurame
7.3,17.1,unknown
6.8,29.4,ikan nila
4.7,38.9,unknown
5.1,36.5,unknown
4.7,34.1,unknown
5.0,26.5,unknown
5.6,21.7,ikan gurame
7.3,40.7,unknown
7.4,42.6,unknown
4.5,29.7,unknown
6.2,41.3,unknown
4.8,42.1,unknown
7.5,20.6,ikan nila
5.4,14.5,unknown
5.5,19.2,unknown
5.4,30.4,unknown
7.4,17.1,unknown
7.4,18.8,unknown
5.6,22.5,ikan gurame
4.7,24.6,unknown
6.0,20.9,ikan lele
6.4,41.1,unknown
5.5,38.2,unknown
7.0,39.3,unknown
7.0,31.3,ikan nila
5.9,37.9,unknown
7.2,17.9,unknown
7.4,31.5,ikan nila
6.4,29.6,ikan lele
6.5,26.4,ikan nila
5.9,34.0,unknown
6.8,14.5,unknown
7.4,17.0,unknown
6.0,15.6,unknown
6.0,30.9,ikan lele
4.8,38.1,unknown
4.7,42.9,unknown
7.2,17.8,unknown
6.3,19.8,unknown
5.5,15.4,unknown
5.4,16.2,unknown
5.8,15.7,unknown
7.2,31.0,ikan nila
7.0,44.8,unknown
5.0,21.3,unknown
5.1,39.7,unknown
7.5,16.1,unknown
5.1,27.7,unknown
4.6,21.7,unknown
4.8,18.1,unknown
6.1,31.1,ikan lele
7.3,14.7,unknown
4.9,43.5,unknown
5.4,15.9,unknown
6.8,18.1,unknown
6.3,20.1,ikan lele
5.6,36.3,unknown
5.1,20.2,unknown
4.9,45.4,unknown
5.0,42.6,unknown
4.5,39.1,unknown
7.2,43.8,unknown
5.3,18.8,unknown
7.5,15.6,unknown
4.6,44.2,unknown
6.1,23.0,ikan lele
7.3,33.1,ikan nila
5.0,15.3,unknown
5.0,20.0,unknown
7.3,17.0,unknown
4.7,43.9,unknown
5.2,45.2,unknown
4.6,39.7,unknown
4.7,16.4,unknown
5.9,21.3,ikan gurame
6.7,44.5,unknown
5.9,15.4,unknown
4.9,28.5,unknown
7.2,41.5,unknown
4.7,18.3,unknown
7.0,19.5,unknown
5.9,22.7,ikan gurame
5.6,41.9,unknown
5.3,17.5,unknown
6.3,14.8,unknown
7.1,15.5,unknown
4.8,31.8,unknown
5.5,24.7,ikan gurame
5.0,39.7,unknown
4.5,31.3,unknown
5.8,40.1,unknown
5.2,21.4,unknown
5.2,39.4,unknown
5.5,45.5,unknown
5.5,44.1,unknown
6.1,37.5,unknown
5.6,21.6,ikan gurame
5.1,23.3,unknown
5.4,42.7,unknown
6.6,17.1,unknown
7.4,28.3,ikan nila
7.1,17.1,unknown
4.6,23.3,unknown
7.2,36.0,unknown
5.8,32.9,unknown
4.9,43.9,unknown
7.2,36.7,unknown
5.6,45.3,unknown
5.1,38.6,unknown
4.5,43.5,unknown
5.8,34.1,unknown
6.7,14.5,unknown
6.4,25.9,ikan lele
4.5,22.4,unknown
5.7,45.1,unknown
7.0,24.2,ikan nila
6.3,18.4,unknown
5.7,17.8,unknown
7.5,37.1,unknown
4.6,20.5,unknown
4.8,42.9,unknown
7.2,35.5,unknown
4.7,40.1,unknown
7.1,36.7,unknown
6.2,27.1,ikan lele
5.4,15.8,unknown
6.7,38.3,unknown
7.1,16.8,unknown
5.2,39.9,unknown
6.2,43.6,unknown
4.7,23.6,unknown
7.5,44.0,unknown
6.1,17.8,unknown
7.4,34.2,ikan nila
5.0,35.7,unknown
4.8,15.5,unknown
5.3,18.1,unknown
5.6,41.7,unknown
6.0,25.5,ikan lele
5.5,32.2,unknown
7.2,30.6,ikan nila
5.5,16.5,unknown
5.9,17.3,unknown
7.1,35.4,unknown
7.3,20.3,ikan nila
6.5,19.7,unknown
5.3,20.6,unknown
6.1,41.1,unknown
5.3,40.1,unknown
5.3,30.0,unknown
6.7,14.7,unknown
5.4,17.9,unknown
7.5,44.6,unknown
4.5,20.6,unknown
4.5,17.1,unknown
4.8,41.9,unknown
5.5,43.1,unknown
6.7,29.2,ikan nila
5.6,20.0,ikan gurame
7.0,39.9,unknown
6.1,45.4,unknown
4.6,20.1,unknown
6.8,16.3,unknown
6.4,23.8,ikan lele
7.2,25.7,ikan nila
7.0,28.9,ikan nila
6.6,42.3,unknown
6.8,33.4,ikan nila
5.4,40.4,unknown
6.4,24.5,ikan lele
4.5,43.3,unknown
6.1,29.9,ikan lele
7.0,18.1,unknown
5.6,18.9,unknown
7.4,24.7,ikan nila
6.5,16.8,unknown
7.4,31.9,ikan nila
4.5,38.8,unknown
6.7,41.7,unknown
5.8,37.0,unknown
7.5,34.2,ikan nila
6.2,23.2,ikan lele
5.3,21.9,unknown
5.5,45.0,unknown
5.0,22.0,unknown
6.8,29.2,ikan nila
4.9,26.2,unknown
4.5,32.3,unknown
5.9,39.3,unknown
6.8,34.5,ikan nila
6.1,26.0,ikan lele
7.4,14.6,unknown
7.5,41.8,unknown
6.9,14.9,unknown
7.3,41.3,unknown
7.1,25.7,ikan nila
7.3,28.5,ikan nila
4.7,19.2,unknown
6.5,19.0,unknown
7.2,42.0,unknown
5.0,38.3,unknown
5.7,15.2,unknown
5.1,15.5,unknown
5.0,42.0,unknown
5.3,44.8,unknown
4.5,16.5,unknown
5.3,17.3,unknown
4.5,22.2,unknown
6.2,40.7,unknown
4.8,19.1,unknown
6.5,43.9,unknown
7.5,43.6,unknown
5.4,23.0,unknown
7.2,23.0,ikan nila
7.1,41.8,unknown
6.2,21.2,ikan lele
5.1,17.2,unknown
6.6,18.3,unknown
6.1,20.8,ikan lele
4.8,36.6,unknown
5.6,22.9,ikan gurame
6.1,28.4,ikan lele
6.4,27.5,ikan lele
6.6,17.2,unknown
7.3,44.6,unknown
7.2,42.4,unknown
4.9,40.7,unknown
6.5,18.9,unknown
4.6,16.1,unknown
5.9,39.5,unknown
5.4,25.0,unknown
4.5,15.3,unknown
4.6,20.2,unknown
5.4,39.0,unknown
5.5,43.4,unknown
7.1,26.2,ikan nila
5.8,45.1,unknown
5.3,41.1,unknown
6.7,22.2,ikan nila
6.7,20.6,ikan nila
7.4,41.1,unknown
6.8,16.8,unknown
5.0,22.5,unknown
6.6,34.7,ikan nila
7.3,20.9,ikan nila
7.1,41.2,unknown
5.9,38.0,unknown
6.9,17.5,unknown
4.8,44.5,unknown
5.3,16.2,unknown
6.6,20.8,ikan nila
5.7,41.7,unknown
4.6,45.3,unknown
5.3,17.4,unknown
6.1,30.9,ikan lele
6.0,20.5,ikan lele
4.9,40.5,unknown
4.8,20.8,unknown
5.4,21.0,unknown
5.3,37.7,unknown
4.5,16.6,unknown
5.1,17.6,unknown
6.1,20.9,ikan lele
7.1,34.1,ikan nila
5.2,43.5,unknown
6.9,18.6,unknown
5.4,39.7,unknown
4.7,18.2,unknown
5.4,39.4,unknown
4.7,19.8,unknown
6.8,19.3,unknown
5.5,21.3,ikan gurame
5.1,35.2,unknown
6.1,26.8,ikan lele
6.4,24.3,ikan lele
5.6,29.2,ikan gurame
4.5,40.6,unknown
6.5,22.4,ikan nila
6.3,45.2,unknown
6.4,43.2,unknown
4.8,38.0,unknown
4.8,19.6,unknown
6.3,18.7,unknown
7.2,37.4,unknown
6.5,20.6,ikan nila
5.8,29.3,ikan gurame
7.0,31.7,ikan nila
5.9,22.8,ikan gurame
6.1,26.7,ikan lele
4.6,22.4,unknown
7.5,41.3,unknown
4.6,33.3,unknown
5.1,41.3,unknown
5.2,23.9,unknown
4.5,28.4,unknown
5.4,36.1,unknown
5.2,17.1,unknown
7.5,20.1,ikan nila
7.0,16.5,unknown
4.8,21.9,unknown
7.0,21.6,ikan nila
6.5,28.9,ikan nila
4.7,23.3,unknown
5.6,20.1,ikan gurame
5.6,23.6,ikan gurame
4.5,27.9,unknown
6.9,28.9,ikan nila
6.3,39.5,unknown
5.5,42.1,unknown
5.3,20.1,unknown
6.8,16.5,unknown
6.0,19.8,unknown
6.1,15.5,unknown
5.8,18.9,unknown
6.9,28.8,ikan nila
7.2,31.7,ikan nila
5.6,36.1,unknown
5.7,27.1,ikan gurame
6.9,41.0,unknown
4.9,17.5,unknown
7.5,43.3,unknown
6.3,43.4,unknown
7.1,18.1,unknown
4.9,23.5,unknown
6.6,41.1,unknown
6.8,43.3,unknown
6.8,21.0,ikan nila
5.5,16.1,unknown
4.5,20.2,unknown
6.0,42.8,unknown
5.9,38.1,unknown
6.9,27.3,ikan nila
6.8,43.6,unknown
7.3,28.7,ikan nila
5.6,15.6,unknown
5.9,16.6,unknown
5.3,29.7,unknown
7.1,27.0,ikan nila
6.1,24.6,ikan lele
6.0,28.3,ikan lele
6.8,17.6,unknown
5.5,22.9,ikan gurame
5.7,37.3,unknown
7.5,44.1,unknown
5.4,14.6,unknown
4.7,43.5,unknown
7.2,22.2,ikan nila
6.5,17.2,unknown
7.1,27.6,ikan nila
6.1,29.5,ikan lele
6.3,25.2,ikan lele
5.1,19.4,unknown
4.6,39.8,unknown
6.7,26.7,ikan nila
6.3,37.6,unknown
6.9,17.2,unknown
7.5,39.0,unknown
5.8,29.4,ikan gurame
7.3,14.9,unknown
6.4,18.1,unknown
5.0,14.6,unknown
5.1,45.3,unknown
6.9,17.3,unknown
5.8,41.0,unknown
6.9,39.2,unknown
4.8,17.5,unknown
5.6,26.4,ikan gurame
5.7,18.7,unknown
5.8,40.4,unknown
5.8,14.8,unknown
5.3,30.1,unknown
5.8,20.1,ikan gurame
5.2,22.0,unknown
5.8,16.0,unknown
4.8,16.9,unknown
6.7,43.1,unknown
4.9,43.7,unknown
4.5,30.8,unknown
4.7,37.9,unknown
5.3,43.5,unknown
7.0,15.3,unknown
5.5,40.7,unknown
7.2,16.5,unknown
6.8,41.0,unknown
5.5,18.4,unknown
6.5,42.7,unknown
6.2,22.3,ikan lele
5.0,24.2,unknown
5.5,21.5,ikan gurame
6.7,15.4,unknown
5.5,31.0,ikan gurame
6.7,17.6,unknown
6.5,15.1,unknown
7.3,36.1,unknown
6.7,19.3,unknown
6.2,45.5,unknown
5.2,26.3,unknown
7.1,25.1,ikan nila
7.1,27.9,ikan nila
4.9,22.3,unknown
7.2,22.9,ikan nila
6.6,21.7,ikan nila
5.9,28.4,ikan gurame
5.1,37.4,unknown
6.5,38.5,unknown
4.6,20.0,unknown
5.2,45.1,unknown
6.9,18.2,unknown
5.2,35.0,unknown
6.5,44.0,unknown
6.3,18.5,unknown
6.1,17.0,unknown
7.2,19.5,unknown
6.4,23.3,ikan lele
5.4,25.2,unknown
6.7,34.1,ikan nila
4.7,33.6,unknown
4.6,22.8,unknown
7.0,39.7,unknown
5.5,39.9,unknown
6.6,40.2,unknown
4.5,26.4,unknown
6.9,22.0,ikan nila
4.7,45.4,unknown
5.7,17.5,unknown
6.0,29.3,ikan lele
7.3,17.8,unknown
7.5,39.6,unknown
7.2,18.2,unknown
5.7,16.6,unknown
4.8,21.6,unknown
6.6,31.1,ikan nila
5.3,19.8,unknown
6.2,39.7,unknown
6.6,45.0,unknown
4.9,30.3,unknown
6.5,16.0,unknown
4.8,35.3,unknown
6.1,43.5,unknown
4.7,41.0,unknown
7.1,45.3,unknown
6.0,19.2,unknown
6.2,36.0,unknown
5.9,40.7,unknown
7.3,35.8,unknown
7.2,39.7,unknown
7.3,30.9,ikan nila
4.8,22.4,unknown
4.6,17.8,unknown
5.8,24.3,ikan gurame
7.5,14.5,unknown
5.9,27.2,ikan gurame
6.8,19.2,unknown
5.1,19.7,unknown
5.8,16.4,unknown
4.8,44.4,unknown
6.5,45.4,unknown
4.6,23.7,unknown
5.7,19.9,unknown
5.7,14.5,unknown
6.2,25.1,ikan lele
6.9,15.6,unknown
5.0,43.0,unknown
6.8,26.7,ikan nila
5.3,22.9,unknown
6.1,20.4,ikan lele
6.6,44.6,unknown
7.1,40.2,unknown
5.5,25.5,ikan gurame
4.8,23.4,unknown
7.5,42.9,unknown
7.1,32.5,ikan nila
6.1,18.1,unknown
4.8,38.8,unknown
4.8,16.6,unknown
6.5,44.9,unknown
5.2,17.7,unknown
5.8,42.1,unknown
7.5,36.1,unknown
4.7,21.2,unknown
4.5,18.5,unknown
7.3,39.9,unknown
6.3,41.4,unknown
5.3,16.8,unknown
5.6,34.1,unknown
6.4,39.9,unknown
6.3,14.7,unknown
5.7,37.7,unknown
4.6,23.8,unknown
7.1,35.9,unknown
7.0,34.6,ikan nila
5.9,44.1,unknown
4.9,39.9,unknown
6.8,16.1,unknown
5.4,27.6,unknown
5.1,23.2,unknown
7.1,42.6,unknown
4.7,18.7,unknown
4.6,17.7,unknown
6.4,39.6,unknown
5.7,42.4,unknown
4.7,20.0,unknown
7.5,36.2,unknown
4.8,27.9,unknown
5.3,17.0,unknown
5.8,41.3,unknown
6.2,17.4,unknown
6.9,19.0,unknown
5.0,16.8,unknown
6.1,20.5,ikan lele
6.1,43.8,unknown
6.2,16.5,unknown
4.8,20.3,unknown
4.5,33.7,unknown
6.7,32.0,ikan nila
5.9,44.9,unknown
6.0,19.1,unknown
4.8,19.8,unknown
7.4,21.5,ikan nila
6.1,41.9,unknown
7.0,40.0,unknown
5.1,14.8,unknown
6.6,23.6,ikan nila
6.0,19.5,unknown
5.5,17.0,unknown
4.5,41.3,unknown
4.8,41.0,unknown
6.5,16.4,unknown
5.8,39.5,unknown
6.3,44.6,unknown
4.7,44.5,unknown
4.9,24.8,unknown
5.5,29.4,ikan gurame
6.8,33.6,ikan nila
5.3,17.6,unknown
6.6,20.3,ikan nila
5.3,24.1,unknown
5.9,24.2,ikan gurame
5.0,25.8,unknown
6.0,24.1,ikan lele
6.0,23.9,ikan lele
5.8,21.7,ikan gurame
5.9,21.7,ikan gurame
6.0,22.1,ikan lele
5.9,24.0,ikan gurame
5.7,25.7,ikan gurame
5.2,26.0,unknown
5.1,25.7,unknown
6.0,23.7,ikan lele
5.0,23.3,unknown
5.3,22.5,unknown
5.8,24.4,ikan gurame
5.1,25.6,unknown
5.1,25.1,unknown
5.4,24.2,unknown
5.1,21.8,unknown
5.4,24.0,unknown
5.9,24.1,ikan gurame
5.6,24.5,ikan gurame
5.5,24.6,ikan gurame
5.9,25.9,ikan gurame
5.0,25.5,unknown
5.1,21.6,unknown
5.6,21.1,ikan gurame
5.3,21.1,unknown
5.9,21.8,ikan gurame
5.4,25.5,unknown
5.3,25.9,unknown
5.7,25.1,ikan gurame
5.1,23.0,unknown
5.7,21.9,ikan gurame
5.4,21.5,unknown
5.3,21.0,unknown
5.2,25.9,unknown
6.0,23.4,ikan lele
5.1,21.0,unknown
5.0,22.6,unknown
5.0,22.3,unknown
5.3,24.7,unknown
5.0,24.0,unknown
5.8,25.9,ikan gurame
5.8,25.5,ikan gurame
5.2,22.1,unknown
5.4,21.8,unknown
5.5,21.7,ikan gurame
5.1,21.5,unknown
5.7,21.4,ikan gurame
5.5,22.4,ikan gurame
5.9,23.3,ikan gurame
6.0,22.4,ikan lele
7.1,22.1,ikan nila
6.1,21.8,ikan lele
6.3,21.1,ikan lele
7.2,22.7,ikan nila
6.9,24.6,ikan nila
7.2,25.3,ikan nila
6.2,23.9,ikan lele
6.8,23.2,ikan nila
7.0,22.9,ikan nila
6.4,22.8,ikan lele
6.5,21.4,ikan nila
6.2,21.3,ikan lele
6.4,23.7,ikan lele
6.5,24.4,ikan nila
6.4,25.2,ikan lele
6.7,24.5,ikan nila
7.1,22.8,ikan nila
6.8,21.1,ikan nila
6.7,21.6,ikan nila
6.2,22.0,ikan lele
6.5,21.6,ikan nila
6.9,21.9,ikan nila
6.3,24.2,ikan lele
6.4,29.7,ikan lele
6.2,21.7,ikan lele
6.7,25.4,ikan nila
6.9,20.8,ikan nila
6.1,21.6,ikan lele
6.7,27.7,ikan nila
6.7,24.9,ikan nila
6.1,28.0,ikan lele
6.3,21.3,ikan lele
6.2,21.4,ikan lele
7.2,29.1,ikan nila
7.1,22.7,ikan nila
6.2,25.6,ikan lele
7.2,20.5,ikan nila
6.5,27.9,ikan nila
6.7,28.9,ikan nila
6.5,20.7,ikan nila
7.0,24.0,ikan nila
7.1,21.5,ikan nila
6.9,20.7,ikan nila
7.2,22.4,ikan nila
7.2,26.7,ikan nila
6.6,26.2,ikan nila
6.9,25.5,ikan nila
6.5,22.5,ikan nila
7.2,28.6,ikan nila
6.8,20.1,ikan nila
6.3,22.3,ikan lele
7.1,26.4,ikan nila
7.0,25.8,ikan nila
7.0,24.1,ikan nila
7.0,20.7,ikan nila
6.7,21.8,ikan nila
6.2,22.7,ikan lele
6.3,23.5,ikan lele
6.4,24.4,ikan lele
7.0,22.4,ikan nila
6.9,24.0,ikan nila
6.1,21.7,ikan lele
7.0,23.2,ikan nila
8.2,22.2,ikan nila
8.2,21.4,ikan nila
8.0,24.0,ikan nila
7.8,24.3,ikan nila
7.7,21.4,ikan nila
7.5,24.6,ikan nila
7.7,23.7,ikan nila
8.2,23.6,ikan nila
8.9,26.0,ikan nila
8.4,23.9,ikan nila
8.8,23.4,ikan nila
8.8,22.9,ikan nila
8.1,22.8,ikan nila
8.8,21.7,ikan nila
8.7,23.3,ikan nila
7.8,23.5,ikan nila
8.6,23.6,ikan nila
8.9,22.0,ikan nila
8.4,23.5,ikan nila
7.6,24.8,ikan nila
8.6,25.5,ikan nila
8.4,23.0,ikan nila
8.5,24.0,ikan nila
8.8,27.4,ikan nila
7.9,26.5,ikan nila
8.9,24.0,ikan nila
7.6,25.4,ikan nila
8.3,29.0,ikan nila
8.6,28.6,ikan nila
8.4,28.0,ikan nila
7.6,27.2,ikan nila
5.1,26.2,unknown
6.0,26.9,ikan lele
5.6,27.6,ikan gurame
5.2,27.6,unknown
5.5,29.9,ikan gurame
5.6,25.6,ikan gurame
5.9,26.8,ikan gurame
5.7,28.1,ikan gurame
5.2,30.0,unknown
5.6,28.1,ikan gurame
6.0,27.5,ikan lele
5.0,25.4,unknown
5.1,27.8,unknown
5.3,29.3,unknown
5.3,28.4,unknown
5.8,28.2,ikan gurame
5.0,27.9,unknown
5.8,26.7,ikan gurame
5.8,26.6,ikan gurame
5.1,27.6,unknown
5.8,27.7,ikan gurame
6.0,27.3,ikan lele
6.0,26.5,ikan lele
6.0,26.2,ikan lele
5.9,24.7,ikan gurame
5.4,26.8,unknown
5.7,27.8,ikan gurame
6.0,28.0,ikan lele
5.0,29.3,unknown
5.7,26.7,ikan gurame
5.5,26.2,ikan gurame
5.4,28.2,unknown
6.0,29.7,ikan lele
5.2,29.6,unknown
6.0,27.1,ikan lele
5.6,26.7,ikan gurame
5.8,28.5,ikan gurame
5.9,29.9,ikan gurame
5.2,28.5,unknown
5.2,26.9,unknown
5.5,25.7,ikan gurame
5.2,28.2,unknown
5.1,28.0,unknown
5.2,26.1,unknown
5.6,27.3,ikan gurame
5.0,29.2,unknown
5.8,29.9,ikan gurame
5.3,29.2,unknown
5.0,26.6,unknown
5.9,28.5,ikan gurame
5.1,27.0,unknown
5.1,28.7,unknown
5.1,25.9,unknown
5.6,23.9,ikan gurame
5.2,21.0,unknown
5.5,21.0,ikan gurame
5.7,23.5,ikan gurame
5.6,25.0,ikan gurame
5.3,21.4,unknown
5.7,21.6,ikan gurame
6.0,27.7,ikan lele
6.0,27.9,ikan lele
5.5,31.8,ikan gurame
5.7,30.3,ikan gurame
5.0,29.5,unknown
5.5,29.7,ikan gurame
5.7,30.2,ikan gurame
5.3,30.6,unknown
5.7,30.4,ikan gurame
6.0,30.3,ikan lele
5.0,26.7,unknown
5.6,30.4,ikan gurame
5.1,30.3,unknown
5.9,28.1,ikan gurame
5.4,30.2,unknown
5.2,30.6,unknown
5.1,30.4,unknown
5.5,27.7,ikan gurame
5.0,30.7,unknown
5.8,30.5,ikan gurame
5.6,31.0,ikan gurame
5.7,31.1,ikan gurame
5.7,31.3,ikan gurame
5.0,31.1,unknown
5.7,31.7,ikan gurame
6.7,29.0,ikan nila
6.5,29.1,ikan nila
6.3,29.2,ikan lele
6.2,31.8,ikan lele
6.3,30.3,ikan lele
6.4,30.3,ikan lele
6.5,29.6,ikan nila
6.6,28.8,ikan nila
6.1,28.9,ikan lele
6.6,29.9,ikan nila
5.9,34.1,unknown
5.8,34.5,unknown
6.4,32.5,unknown
6.1,29.7,ikan lele
6.2,31.2,ikan lele
6.1,32.4,unknown
5.9,33.3,unknown
6.4,28.7,ikan lele
6.5,30.6,ikan nila
5.8,33.0,unknown
6.5,30.4,ikan nila
6.7,29.6,ikan nila
5.9,32.2,unknown
6.6,32.5,ikan nila
6.2,30.4,ikan lele
6.1,33.9,unknown
6.5,33.7,ikan nila
6.6,29.1,ikan nila
6.4,28.9,ikan lele
6.7,26.4,ikan nila
6.1,26.4,ikan lele
6.4,32.9,unknown
6.1,29.0,ikan lele
6.2,27.0,ikan lele
6.5,33.5,ikan nila
6.6,35.8,unknown
6.2,35.8,unknown
6.0,35.5,unknown
5.9,34.4,unknown
6.7,30.6,ikan nila
6.3,34.6,unknown
6.2,35.2,unknown
6.0,33.9,unknown
6.3,35.9,unknown
8.7,20.7,ikan nila
7.9,19.0,unknown
6.9,30.9,ikan nila
7.7,26.1,ikan nila
6.7,24.7,ikan nila
6.7,27.3,ikan nila
7.7,29.6,ikan nila
8.3,21.8,ikan nila
7.8,30.4,ikan nila
8.0,27.1,ikan nila
8.7,28.7,ikan nila
8.5,26.4,ikan nila
8.0,19.7,unknown
8.7,19.4,unknown
8.1,27.3,ikan nila
8.4,19.8,unknown
8.6,28.8,ikan nila
8.4,28.5,ikan nila
7.8,19.5,unknown
7.9,19.1,unknown
8.1,25.0,ikan nila
7.6,26.6,ikan nila
9.0,27.6,ikan nila
8.2,18.1,unknown
7.7,29.9,ikan nila
8.3,30.1,ikan nila
8.9,27.4,ikan nila
7.7,25.1,ikan nila
8.6,27.7,ikan nila
8.7,28.5,ikan nila
7.7,27.9,ikan nila
8.5,28.1,ikan nila
5.8,20.3,ikan gurame
7.6,21.8,ikan nila
8.3,27.1,ikan nila
7.7,26.6,ikan nila
7.3,18.2,unknown
8.2,19.1,unknown
7.6,20.6,ikan nila
5.6,19.3,unknown
5.8,20.8,ikan gurame
8.2,28.1,ikan nila
8.4,20.4,ikan nila
8.6,30.6,ikan nila
8.4,26.8,ikan nila
6.9,22.9,ikan nila
8.6,30.3,ikan nila
9.0,30.3,ikan nila
8.5,28.5,ikan nila
8.7,18.7,unknown
8.5,27.4,ikan nila
8.9,23.5,ikan nila
8.3,28.3,ikan nila
8.9,29.2,ikan nila
8.2,28.2,ikan nila
7.0,29.2,ikan nila
8.1,21.1,ikan nila
6.2,22.1,ikan lele
7.9,20.4,ikan nila
7.1,19.1,unknown
7.2,26.1,ikan nila
8.2,29.6,ikan nila
8.7,20.4,ikan nila
8.6,28.5,ikan nila
7.6,19.3,unknown
7.8,21.7,ikan nila
8.5,20.1,ikan nila
8.9,21.2,ikan nila
7.7,18.5,unknown
7.6,26.5,ikan nila
7.7,21.5,ikan nila
7.8,28.3,ikan nila
7.0,18.6,unknown
6.8,18.8,unknown
8.8,28.5,ikan nila
8.6,21.6,ikan nila
8.0,18.8,unknown
8.1,29.8,ikan nila
6.8,25.5,ikan nila
8.9,30.4,ikan nila
8.0,20.7,ikan nila
8.9,26.2,ikan nila
8.7,21.4,ikan nila
7.6,30.8,ikan nila
8.9,22.3,ikan nila
6.0,22.0,ikan lele
7.6,21.2,ikan nila
8.4,25.3,ikan nila
8.4,27.3,ikan nila
8.3,18.9,unknown
5.8,19.9,unknown
8.3,26.2,ikan nila
8.8,30.7,ikan nila
7.9,30.5,ikan nila
8.7,22.1,ikan nila
8.7,26.7,ikan nila
8.2,18.2,unknown
8.9,30.6,ikan nila
8.9,27.6,ikan nila
8.0,29.0,ikan nila
6.2,28.3,ikan lele
8.6,26.6,ikan nila
8.5,29.9,ikan nila
8.8,19.3,unknown
7.7,26.2,ikan nila
7.8,19.1,unknown
7.8,19.8,unknown
8.2,20.5,ikan nila
6.6,22.7,ikan nila
8.9,30.8,ikan nila
9.0,19.5,unknown
8.8,28.2,ikan nila
8.5,18.8,unknown
8.0,20.0,ikan nila
8.4,18.5,unknown
8.3,29.9,ikan nila
9.0,19.4,unknown
7.2,20.2,ikan nila
7.8,22.1,ikan nila
7.7,25.7,ikan nila
8.5,28.6,ikan nila
7.6,28.7,ikan nila
5.8,18.5,unknown
7.5,27.4,ikan nila
8.5,23.6,ikan nila
7.9,19.6,unknown
8.4,28.9,ikan nila
8.3,20.8,ikan nila
8.2,19.8,unknown
6.1,20.0,ikan lele
8.1,28.4,ikan nila
7.0,22.6,ikan nila
8.1,27.5,ikan nila
6.7,21.5,ikan nila
8.1,19.8,unknown
8.4,30.2,ikan nila
6.4,19.8,unknown
5.6,19.6,unknown
8.8,29.6,ikan nila
7.9,29.9,ikan nila
5.8,19.3,unknown
8.6,23.0,ikan nila
7.6,30.1,ikan nila
8.6,18.9,unknown
7.6,28.8,ikan nila
8.1,29.4,ikan nila
7.6,19.2,unknown
9.0,18.5,unknown
7.8,20.1,ikan nila
8.3,18.2,unknown
7.6,27.6,ikan nila
8.2,18.7,unknown
8.1,27.9,ikan nila
8.7,22.4,ikan nila
8.9,28.2,ikan nila
7.6,27.3,ikan nila
8.7,29.6,ikan nila
9.0,20.8,ikan nila
6.4,18.3,unknown
8.0,20.8,ikan nila
7.7,30.1,ikan nila
5.9,19.4,unknown
7.3,27.2,ikan nila
8.3,18.8,unknown
7.8,28.4,ikan nila
8.5,30.4,ikan nila
8.3,28.2,ikan nila
8.1,20.1,ikan nila
8.0,29.1,ikan nila
7.8,28.9,ikan nila
8.2,29.4,ikan nila
8.1,19.3,unknown
8.9,18.3,unknown
8.2,29.0,ikan nila
8.3,21.6,ikan nila
7.5,29.4,ikan nila
7.4,19.6,unknown
7.3,25.7,ikan nila
7.0,19.1,unknown
7.2,19.2,unknown
6.8,28.4,ikan nila
9.0,27.4,ikan nila
8.5,18.1,unknown
8.2,19.9,unknown
8.8,27.5,ikan nila
8.2,30.8,ikan nila
7.8,28.7,ikan nila
8.1,29.2,ikan nila
7.8,18.5,unknown
7.8,27.4,ikan nila
8.0,19.0,unknown
8.5,19.1,unknown
8.4,20.7,ikan nila
8.9,19.8,unknown
8.1,27.1,ikan nila
9.0,21.1,ikan nila
8.5,29.0,ikan nila
6.3,20.2,ikan lele
8.5,20.5,ikan nila
8.5,29.2,ikan nila
8.3,30.3,ikan nila
8.7,20.9,ikan nila
8.1,30.3,ikan nila
7.6,24.2,ikan nila
8.7,27.9,ikan nila
8.0,20.4,ikan nila
6.7,23.5,ikan nila
7.0,28.1,ikan nila
9.0,31.0,ikan nila
7.8,27.3,ikan nila
8.9,28.4,ikan nila
8.5,20.4,ikan nila
6.1,18.9,unknown
7.6,18.6,unknown
8.8,27.8,ikan nila
8.5,29.3,ikan nila
