ph,temp,type,label
6.2,27.9,ikan lele,kurang optimal
6.9,23.5,ikan nila,kurang optimal
7.3,24.5,ikan nila,kurang optimal
6.1,23.2,ikan lele,kurang optimal
6.9,29.0,ikan nila,optimal
5.6,28.9,ikan gurame,kurang optimal
7.0,27.5,ikan nila,optimal
6.1,31.3,ikan lele,kurang optimal
6.7,26.2,ikan nila,optimal
5.6,25.2,ikan gurame,kurang optimal
7.1,28.1,ikan nila,optimal
6.7,27.8,ikan nila,optimal
5.5,20.8,ikan gurame,kurang optimal
7.2,30.0,ikan nila,optimal
6.5,29.9,ikan nila,optimal
6.7,27.2,ikan nila,optimal
5.9,27.7,ikan gurame,kurang optimal
6.1,24.2,ikan lele,kurang optimal
6.3,23.4,ikan lele,kurang optimal
5.7,24.1,ikan gurame,kurang optimal
7.0,26.1,ikan nila,optimal
6.8,20.3,ikan nila,kurang optimal
6.8,25.6,ikan nila,optimal
6.6,21.2,ikan nila,kurang optimal
6.3,26.7,ikan lele,kurang optimal
7.4,21.0,ikan nila,kurang optimal
5.7,23.8,ikan gurame,kurang optimal
5.5,25.3,ikan gurame,kurang optimal
6.6,27.7,ikan nila,optimal
6.8,20.6,ikan nila,kurang optimal
5.9,23.4,ikan gurame,kurang optimal
6.8,21.4,ikan nila,kurang optimal
6.6,25.3,ikan nila,optimal
6.9,25.9,ikan nila,optimal
6.5,26.6,ikan nila,optimal
6.8,26.5,ikan nila,optimal
5.8,31.6,ikan gurame,kurang optimal
7.1,31.3,ikan nila,kurang optimal
7.3,31.0,ikan nila,kurang optimal
7.1,33.2,ikan nila,kurang optimal
5.9,28.2,ikan gurame,kurang optimal
5.5,20.1,ikan gurame,kurang optimal
6.3,25.1,ikan lele,kurang optimal
7.1,29.5,ikan nila,optimal
5.5,24.3,ikan gurame,kurang optimal
7.1,20.6,ikan nila,kurang optimal
6.7,26.8,ikan nila,optimal
6.0,24.7,ikan lele,kurang optimal
6.1,25.3,ikan lele,kurang optimal
6.0,30.8,ikan lele,kurang optimal
6.3,20.8,ikan lele,kurang optimal
6.7,25.6,ikan nila,optimal
7.1,31.6,ikan nila,kurang optimal
7.2,30.2,ikan nila,kurang optimal
6.5,20.1,ikan nila,kurang optimal
6.3,23.1,ikan lele,kurang optimal
7.1,26.0,ikan nila,optimal
5.9,26.1,ikan gurame,kurang optimal
5.8,23.4,ikan gurame,kurang optimal
5.7,28.6,ikan gurame,kurang optimal
6.6,23.7,ikan nila,kurang optimal
6.8,27.8,ikan nila,optimal
7.3,27.0,ikan nila,optimal
5.9,26.6,ikan gurame,kurang optimal
6.8,22.7,ikan nila,kurang optimal
7.0,29.8,ikan nila,optimal
5.7,22.8,ikan gurame,kurang optimal
5.9,27.9,ikan gurame,kurang optimal
6.7,21.4,ikan nila,kurang optimal
6.1,27.6,ikan lele,kurang optimal
6.9,28.2,ikan nila,optimal
7.0,27.4,ikan nila,optimal
6.6,28.0,ikan nila,optimal
6.7,24.6,ikan nila,kurang optimal
6.4,21.4,ikan lele,kurang optimal
6.8,24.2,ikan nila,kurang optimal
6.1,27.5,ikan lele,kurang optimal
7.2,21.6,ikan nila,kurang optimal
5.6,26.8,ikan gurame,kurang optimal
7.0,33.3,ikan nila,kurang optimal
6.7,22.8,ikan nila,kurang optimal
6.3,21.9,ikan lele,kurang optimal
5.7,22.5,ikan gurame,kurang optimal
5.6,24.2,ikan gurame,kurang optimal
7.4,27.2,ikan nila,optimal
7.2,28.3,ikan nila,optimal
6.8,23.4,ikan nila,kurang optimal
5.8,20.6,ikan gurame,kurang optimal
7.3,20.1,ikan nila,kurang optimal
5.6,23.0,ikan gurame,kurang optimal
6.7,28.1,ikan nila,optimal
7.0,23.1,ikan nila,kurang optimal
5.5,27.2,ikan gurame,kurang optimal
7.5,28.1,ikan nila,optimal
6.7,34.0,ikan nila,kurang optimal
5.7,20.7,ikan gurame,kurang optimal
6.9,20.4,ikan nila,kurang optimal
6.1,29.8,ikan lele,kurang optimal
6.6,25.1,ikan nila,optimal
7.0,22.2,ikan nila,kurang optimal
6.2,20.0,ikan lele,kurang optimal
6.7,28.4,ikan nila,optimal
6.5,27.2,ikan nila,optimal
7.0,27.1,ikan nila,optimal
5.5,23.7,ikan gurame,kurang optimal
5.9,29.6,ikan gurame,kurang optimal
5.8,20.7,ikan gurame,kurang optimal
6.9,29.8,ikan nila,optimal
7.1,30.1,ikan nila,kurang optimal
6.5,28.2,ikan nila,optimal
6.0,25.3,ikan lele,kurang optimal
6.9,34.7,ikan nila,kurang optimal
6.6,28.7,ikan nila,optimal
6.3,29.9,ikan lele,kurang optimal
6.3,27.2,ikan lele,kurang optimal
6.0,21.8,ikan lele,kurang optimal
6.4,21.1,ikan lele,kurang optimal
6.9,23.6,ikan nila,kurang optimal
6.7,24.0,ikan nila,kurang optimal
7.5,33.3,ikan nila,kurang optimal
6.4,24.8,ikan lele,kurang optimal
7.3,28.2,ikan nila,optimal
7.3,31.2,ikan nila,kurang optimal
6.9,28.6,ikan nila,optimal
5.9,29.2,ikan gurame,kurang optimal
6.8,25.3,ikan nila,optimal
6.1,27.9,ikan lele,kurang optimal
6.8,27.3,ikan nila,optimal
6.7,22.6,ikan nila,kurang optimal
6.4,23.2,ikan lele,kurang optimal
6.0,27.4,ikan lele,kurang optimal
6.8,24.6,ikan nila,kurang optimal
6.9,29.2,ikan nila,optimal
5.6,29.6,ikan gurame,kurang optimal
6.1,28.2,ikan lele,kurang optimal
5.7,23.4,ikan gurame,kurang optimal
6.3,28.9,ikan lele,kurang optimal
6.4,26.1,ikan lele,kurang optimal
6.1,23.3,ikan lele,kurang optimal
6.7,22.7,ikan nila,kurang optimal
6.2,22.8,ikan lele,kurang optimal
5.5,20.9,ikan gurame,kurang optimal
5.6,22.7,ikan gurame,kurang optimal
6.7,23.7,ikan nila,kurang optimal
6.6,28.2,ikan nila,optimal
7.1,21.0,ikan nila,kurang optimal
7.0,20.6,ikan nila,kurang optimal
5.7,29.9,ikan gurame,kurang optimal
6.8,27.7,ikan nila,optimal
7.4,25.7,ikan nila,optimal
6.0,29.9,ikan lele,kurang optimal
7.1,28.8,ikan nila,optimal
6.9,27.6,ikan nila,optimal
6.8,30.1,ikan nila,kurang optimal
6.6,28.1,ikan nila,optimal
6.5,27.7,ikan nila,optimal
6.3,27.5,ikan lele,kurang optimal
6.6,24.0,ikan nila,kurang optimal
7.2,28.2,ikan nila,optimal
6.4,27.8,ikan lele,kurang optimal
5.9,24.8,ikan gurame,kurang optimal
5.5,22.0,ikan gurame,kurang optimal
6.5,28.4,ikan nila,optimal
7.5,30.0,ikan nila,optimal
6.3,25.6,ikan lele,kurang optimal
6.2,24.9,ikan lele,kurang optimal
5.7,23.7,ikan gurame,kurang optimal
6.9,26.4,ikan nila,optimal
6.2,30.1,ikan lele,kurang optimal
6.6,21.5,ikan nila,kurang optimal
7.1,26.6,ikan nila,optimal
6.3,31.6,ikan lele,kurang optimal
6.8,33.8,ikan nila,kurang optimal
5.6,26.3,ikan gurame,kurang optimal
7.2,34.2,ikan nila,kurang optimal
6.3,26.6,ikan lele,kurang optimal
5.5,22.1,ikan gurame,kurang optimal
7.0,32.2,ikan nila,kurang optimal
6.9,23.7,ikan nila,kurang optimal
6.0,23.6,ikan lele,kurang optimal
6.0,20.3,ikan lele,kurang optimal
5.6,21.5,ikan gurame,kurang optimal
5.6,21.4,ikan gurame,kurang optimal
6.9,27.8,ikan nila,optimal
5.5,28.0,ikan gurame,kurang optimal
7.0,27.8,ikan nila,optimal
6.5,24.0,ikan nila,kurang optimal
5.7,21.3,ikan gurame,kurang optimal
6.9,33.8,ikan nila,kurang optimal
6.3,28.5,ikan lele,kurang optimal
6.0,30.0,ikan lele,kurang optimal
5.6,20.7,ikan gurame,kurang optimal
6.5,28.6,ikan nila,optimal
7.1,22.6,ikan nila,kurang optimal
7.5,35.0,ikan nila,kurang optimal
5.5,25.2,ikan gurame,kurang optimal
5.9,25.6,ikan gurame,kurang optimal
6.9,28.7,ikan nila,optimal
7.1,28.9,ikan nila,optimal
5.9,20.9,ikan gurame,kurang optimal
6.6,33.3,ikan nila,kurang optimal
6.6,30.1,ikan nila,kurang optimal
7.2,26.2,ikan nila,optimal
7.2,33.8,ikan nila,kurang optimal
7.0,25.6,ikan nila,optimal
5.6,30.9,ikan gurame,kurang optimal
6.4,21.3,ikan lele,kurang optimal
7.4,21.3,ikan nila,kurang optimal
5.6,25.5,ikan gurame,kurang optimal
6.1,27.4,ikan lele,kurang optimal
6.6,22.4,ikan nila,kurang optimal
6.7,26.3,ikan nila,optimal
6.5,25.0,ikan nila,optimal
6.0,24.8,ikan lele,kurang optimal
6.4,20.6,ikan lele,kurang optimal
7.3,29.5,ikan nila,optimal
6.2,28.6,ikan lele,kurang optimal
6.2,21.5,ikan lele,kurang optimal
6.6,27.4,ikan nila,optimal
7.1,24.5,ikan nila,kurang optimal
7.1,20.1,ikan nila,kurang optimal
5.9,29.3,ikan gurame,kurang optimal
7.5,20.5,ikan nila,kurang optimal
7.0,32.6,ikan nila,kurang optimal
7.0,24.3,ikan nila,kurang optimal
6.1,24.1,ikan lele,kurang optimal
6.1,20.7,ikan lele,kurang optimal
6.0,20.0,ikan lele,kurang optimal
7.1,30.8,ikan nila,kurang optimal
5.9,21.4,ikan gurame,kurang optimal
6.7,23.3,ikan nila,kurang optimal
5.8,21.6,ikan gurame,kurang optimal
5.6,26.1,ikan gurame,kurang optimal
6.5,25.8,ikan nila,optimal
7.2,27.2,ikan nila,optimal
5.8,30.1,ikan gurame,kurang optimal
6.7,28.5,ikan nila,optimal
6.5,26.3,ikan nila,optimal
7.2,22.1,ikan nila,kurang optimal
7.0,29.4,ikan nila,optimal
7.2,29.9,ikan nila,optimal
7.3,20.5,ikan nila,kurang optimal
5.6,20.6,ikan gurame,kurang optimal
6.4,28.5,ikan lele,kurang optimal
6.2,29.2,ikan lele,kurang optimal
5.8,24.8,ikan gurame,kurang optimal
5.6,23.1,ikan gurame,kurang optimal
6.8,24.5,ikan nila,kurang optimal
6.6,26.7,ikan nila,optimal
6.1,20.2,ikan lele,kurang optimal
6.1,26.9,ikan lele,kurang optimal
6.7,31.5,ikan nila,kurang optimal
7.4,20.5,ikan nila,kurang optimal
6.9,32.1,ikan nila,kurang optimal
6.4,28.2,ikan lele,kurang optimal
5.6,29.3,ikan gurame,kurang optimal
6.0,22.7,ikan lele,kurang optimal
6.0,21.6,ikan lele,kurang optimal
6.1,25.0,ikan lele,kurang optimal
6.5,33.1,ikan nila,kurang optimal
6.2,25.7,ikan lele,kurang optimal
5.5,24.4,ikan gurame,kurang optimal
6.3,29.3,ikan lele,kurang optimal
6.1,20.3,ikan lele,kurang optimal
5.5,20.5,ikan gurame,kurang optimal
7.0,23.7,ikan nila,kurang optimal
5.8,27.8,ikan gurame,kurang optimal
7.4,33.2,ikan nila,kurang optimal
6.2,26.9,ikan lele,kurang optimal
6.1,28.3,ikan lele,kurang optimal
7.4,20.7,ikan nila,kurang optimal
6.3,24.9,ikan lele,kurang optimal
6.9,23.8,ikan nila,kurang optimal
5.8,26.8,ikan gurame,kurang optimal
7.2,25.5,ikan nila,optimal
6.3,24.6,ikan lele,kurang optimal
6.8,21.9,ikan nila,kurang optimal
7.1,27.1,ikan nila,optimal
6.3,21.8,ikan lele,kurang optimal
5.5,22.8,ikan gurame,kurang optimal
7.3,28.8,ikan nila,optimal
6.5,27.5,ikan nila,optimal
5.6,24.9,ikan gurame,kurang optimal
6.6,28.4,ikan nila,optimal
7.4,22.9,ikan nila,kurang optimal
7.5,20.2,ikan nila,kurang optimal
6.0,20.8,ikan lele,kurang optimal
7.3,33.5,ikan nila,kurang optimal
5.9,30.4,ikan gurame,kurang optimal
7.5,20.7,ikan nila,kurang optimal
6.6,27.3,ikan nila,optimal
5.5,20.6,ikan gurame,kurang optimal
7.3,30.5,ikan nila,kurang optimal
7.1,29.0,ikan nila,optimal
7.2,22.8,ikan nila,kurang optimal
5.6,24.1,ikan gurame,kurang optimal
6.5,25.9,ikan nila,optimal
6.6,25.5,ikan nila,optimal
6.9,23.1,ikan nila,kurang optimal
7.5,33.6,ikan nila,kurang optimal
7.1,20.2,ikan nila,kurang optimal
6.8,23.0,ikan nila,kurang optimal
7.0,20.9,ikan nila,kurang optimal
5.9,27.1,ikan gurame,kurang optimal
7.1,29.6,ikan nila,optimal
5.9,28.9,ikan gurame,kurang optimal
7.3,20.8,ikan nila,kurang optimal
7.3,28.9,ikan nila,optimal
6.6,20.0,ikan nila,kurang optimal
6.9,27.0,ikan nila,optimal
6.5,23.6,ikan nila,kurang optimal
7.3,30.3,ikan nila,kurang optimal
6.6,29.7,ikan nila,optimal
5.9,26.9,ikan gurame,kurang optimal
5.5,22.6,ikan gurame,kurang optimal
5.7,27.3,ikan gurame,kurang optimal
5.8,23.5,ikan gurame,kurang optimal
7.4,27.4,ikan nila,optimal
7.5,21.5,ikan nila,kurang optimal
6.0,23.1,ikan lele,kurang optimal
6.2,23.3,ikan lele,kurang optimal
6.8,25.7,ikan nila,optimal
7.3,22.4,ikan nila,kurang optimal
5.8,28.1,ikan gurame,kurang optimal
6.9,25.6,ikan nila,optimal
7.3,30.4,ikan nila,kurang optimal
7.1,24.7,ikan nila,kurang optimal
7.0,25.5,ikan nila,optimal
6.8,27.5,ikan nila,optimal
6.3,28.2,ikan lele,kurang optimal
5.6,21.0,ikan gurame,kurang optimal
6.1,22.2,ikan lele,kurang optimal
5.6,22.1,ikan gurame,kurang optimal
6.1,22.5,ikan lele,kurang optimal
6.5,27.6,ikan nila,optimal
6.5,20.4,ikan nila,kurang optimal
7.0,32.1,ikan nila,kurang optimal
6.1,28.7,ikan lele,kurang optimal
5.8,20.9,ikan gurame,kurang optimal
6.8,20.5,ikan nila,kurang optimal
5.8,26.1,ikan gurame,kurang optimal
6.5,23.1,ikan nila,kurang optimal
6.7,26.0,ikan nila,optimal
6.5,25.4,ikan nila,optimal
6.9,28.4,ikan nila,optimal
5.9,24.3,ikan gurame,kurang optimal
5.6,20.2,ikan gurame,kurang optimal
7.0,24.7,ikan nila,kurang optimal
5.8,27.0,ikan gurame,kurang optimal
5.8,29.2,ikan gurame,kurang optimal
6.9,27.5,ikan nila,optimal
6.7,33.3,ikan nila,kurang optimal
7.2,27.8,ikan nila,optimal
6.9,26.9,ikan nila,optimal
7.2,23.6,ikan nila,kurang optimal
6.8,26.1,ikan nila,optimal
6.9,22.1,ikan nila,kurang optimal
6.1,20.6,ikan lele,kurang optimal
5.6,21.3,ikan gurame,kurang optimal
6.5,24.2,ikan nila,kurang optimal
6.7,20.9,ikan nila,kurang optimal
5.5,23.0,ikan gurame,kurang optimal
5.7,27.9,ikan gurame,kurang optimal
5.5,21.1,ikan gurame,kurang optimal
6.5,28.8,ikan nila,optimal
5.7,27.2,ikan gurame,kurang optimal
6.4,20.2,ikan lele,kurang optimal
6.9,23.2,ikan nila,kurang optimal
6.4,26.0,ikan lele,kurang optimal
6.7,28.3,ikan nila,optimal
5.6,30.3,ikan gurame,kurang optimal
5.7,28.4,ikan gurame,kurang optimal
7.2,28.9,ikan nila,optimal
6.9,24.8,ikan nila,kurang optimal
7.4,20.8,ikan nila,kurang optimal
7.3,27.8,ikan nila,optimal
5.6,28.5,ikan gurame,kurang optimal
7.5,20.0,ikan nila,kurang optimal
6.2,22.9,ikan lele,kurang optimal
6.6,29.2,ikan nila,optimal
7.1,24.9,ikan nila,kurang optimal
6.9,25.2,ikan nila,optimal
7.1,20.5,ikan nila,kurang optimal
6.9,22.8,ikan nila,kurang optimal
6.0,31.3,ikan lele,kurang optimal
6.8,23.3,ikan nila,kurang optimal
5.7,23.3,ikan gurame,kurang optimal
5.6,25.1,ikan gurame,kurang optimal
6.9,21.8,ikan nila,kurang optimal
5.6,22.3,ikan gurame,kurang optimal
7.4,27.5,ikan nila,optimal
6.6,34.8,ikan nila,kurang optimal
5.6,29.8,ikan gurame,kurang optimal
6.5,24.6,ikan nila,kurang optimal
7.1,25.5,ikan nila,optimal
7.1,33.3,ikan nila,kurang optimal
6.1,25.8,ikan lele,kurang optimal
7.1,21.6,ikan nila,kurang optimal
6.9,33.9,ikan nila,kurang optimal
7.0,20.3,ikan nila,kurang optimal
7.2,21.7,ikan nila,kurang optimal
6.1,26.3,ikan lele,kurang optimal
6.8,28.0,ikan nila,optimal
6.4,26.9,ikan lele,kurang optimal
7.0,23.8,ikan nila,kurang optimal
6.2,21.6,ikan lele,kurang optimal
6.8,34.4,ikan nila,kurang optimal
7.2,25.9,ikan nila,optimal
6.2,25.4,ikan lele,kurang optimal
6.6,26.8,ikan nila,optimal
7.2,28.5,ikan nila,optimal
6.8,24.8,ikan nila,kurang optimal
6.8,20.2,ikan nila,kurang optimal
6.3,28.4,ikan lele,kurang optimal
5.8,27.5,ikan gurame,kurang optimal
6.2,27.5,ikan lele,kurang optimal
7.3,21.4,ikan nila,kurang optimal
6.6,21.3,ikan nila,kurang optimal
5.9,22.5,ikan gurame,kurang optimal
6.8,23.6,ikan nila,kurang optimal
5.5,29.6,ikan gurame,kurang optimal
6.3,20.6,ikan lele,kurang optimal
6.1,24.4,ikan lele,kurang optimal
6.7,28.0,ikan nila,optimal
6.3,23.6,ikan lele,kurang optimal
6.4,28.4,ikan lele,kurang optimal
6.3,24.3,ikan lele,kurang optimal
6.4,25.3,ikan lele,kurang optimal
6.7,22.0,ikan nila,kurang optimal
5.9,30.2,ikan gurame,kurang optimal
6.4,26.2,ikan lele,kurang optimal
6.7,23.1,ikan nila,kurang optimal
6.6,21.4,ikan nila,kurang optimal
5.6,26.9,ikan gurame,kurang optimal
6.0,24.2,ikan lele,kurang optimal
6.0,23.5,ikan lele,kurang optimal
5.8,29.6,ikan gurame,kurang optimal
7.1,26.1,ikan nila,optimal
7.0,25.1,ikan nila,optimal
6.5,22.8,ikan nila,kurang optimal
5.9,31.8,ikan gurame,kurang optimal
6.4,21.9,ikan lele,kurang optimal
5.7,21.5,ikan gurame,kurang optimal
5.7,29.2,ikan gurame,kurang optimal
5.7,22.6,ikan gurame,kurang optimal
5.6,24.6,ikan gurame,kurang optimal
6.8,27.2,ikan nila,optimal
6.5,27.8,ikan nila,optimal
6.1,23.5,ikan lele,kurang optimal
7.1,34.5,ikan nila,kurang optimal
6.9,21.7,ikan nila,kurang optimal
5.8,22.0,ikan gurame,kurang optimal
7.3,31.4,ikan nila,kurang optimal
6.8,28.8,ikan nila,optimal
7.0,28.5,ikan nila,optimal
6.4,23.0,ikan lele,kurang optimal
7.2,33.3,ikan nila,kurang optimal
6.9,30.5,ikan nila,kurang optimal
6.7,28.7,ikan nila,optimal
5.6,23.3,ikan gurame,kurang optimal
6.9,21.4,ikan nila,kurang optimal
6.0,28.7,ikan lele,kurang optimal
7.3,26.1,ikan nila,optimal
6.9,27.7,ikan nila,optimal
6.4,22.3,ikan lele,kurang optimal
5.6,28.6,ikan gurame,kurang optimal
5.7,24.3,ikan gurame,kurang optimal
7.2,25.8,ikan nila,optimal
6.5,20.0,ikan nila,kurang optimal
7.0,26.8,ikan nila,optimal
6.8,21.3,ikan nila,kurang optimal
7.2,34.7,ikan nila,kurang optimal
6.9,20.1,ikan nila,kurang optimal
5.8,27.6,ikan gurame,kurang optimal
5.6,20.5,ikan gurame,kurang optimal
6.4,24.9,ikan lele,kurang optimal
6.5,30.2,ikan nila,kurang optimal
5.5,30.0,ikan gurame,kurang optimal
5.7,30.0,ikan gurame,kurang optimal
7.4,24.2,ikan nila,kurang optimal
6.3,29.6,ikan lele,kurang optimal
6.2,24.2,ikan lele,kurang optimal
6.5,23.3,ikan nila,kurang optimal
7.4,20.1,ikan nila,kurang optimal
5.5,29.8,ikan gurame,kurang optimal
6.9,28.0,ikan nila,optimal
6.1,21.5,ikan lele,kurang optimal
7.2,26.6,ikan nila,optimal
7.4,25.2,ikan nila,optimal
7.0,28.6,ikan nila,optimal
5.9,31.3,ikan gurame,kurang optimal
7.4,20.6,ikan nila,kurang optimal
6.7,26.1,ikan nila,optimal
7.4,26.8,ikan nila,optimal
7.3,34.0,ikan nila,kurang optimal
7.2,31.2,ikan nila,kurang optimal
5.9,29.0,ikan gurame,kurang optimal
6.4,22.1,ikan lele,kurang optimal
6.3,22.5,ikan lele,kurang optimal
7.4,28.5,ikan nila,optimal
6.2,20.8,ikan lele,kurang optimal
6.4,20.3,ikan lele,kurang optimal
6.4,28.1,ikan lele,kurang optimal
5.9,27.6,ikan gurame,kurang optimal
7.2,23.8,ikan nila,kurang optimal
6.8,21.7,ikan nila,kurang optimal
5.8,25.2,ikan gurame,kurang optimal
6.1,21.9,ikan lele,kurang optimal
6.8,20.7,ikan nila,kurang optimal
6.4,20.8,ikan lele,kurang optimal
6.5,21.7,ikan nila,kurang optimal
5.6,20.4,ikan gurame,kurang optimal
6.5,27.1,ikan nila,optimal
7.2,22.0,ikan nila,kurang optimal
7.1,28.3,ikan nila,optimal
7.1,25.0,ikan nila,optimal
6.7,21.1,ikan nila,kurang optimal
5.9,23.1,ikan gurame,kurang optimal
6.1,30.3,ikan lele,kurang optimal
6.8,34.7,ikan nila,kurang optimal
6.0,20.2,ikan lele,kurang optimal
6.4,21.7,ikan lele,kurang optimal
6.5,34.2,ikan nila,kurang optimal
7.1,21.4,ikan nila,kurang optimal
7.2,21.4,ikan nila,kurang optimal
6.5,24.5,ikan nila,kurang optimal
5.7,23.6,ikan gurame,kurang optimal
5.7,24.0,ikan gurame,kurang optimal
6.0,22.2,ikan lele,kurang optimal
6.6,26.4,ikan nila,optimal
6.0,20.1,ikan lele,kurang optimal
6.8,28.9,ikan nila,optimal
6.2,23.1,ikan lele,kurang optimal
5.6,23.7,ikan gurame,kurang optimal
6.3,22.1,ikan lele,kurang optimal
6.2,26.3,ikan lele,kurang optimal
7.5,23.8,ikan nila,kurang optimal
6.7,27.4,ikan nila,optimal
6.3,21.0,ikan lele,kurang optimal
6.7,32.6,ikan nila,kurang optimal
6.2,24.4,ikan lele,kurang optimal
6.2,20.9,ikan lele,kurang optimal
5.5,29.0,ikan gurame,kurang optimal
7.1,27.2,ikan nila,optimal
7.4,34.7,ikan nila,kurang optimal
7.4,34.5,ikan nila,kurang optimal
6.3,28.3,ikan lele,kurang optimal
5.6,23.4,ikan gurame,kurang optimal
6.5,26.2,ikan nila,optimal
5.9,28.0,ikan gurame,kurang optimal
6.6,22.3,ikan nila,kurang optimal
5.9,24.4,ikan gurame,kurang optimal
7.4,23.9,ikan nila,kurang optimal
6.4,20.5,ikan lele,kurang optimal
5.7,24.8,ikan gurame,kurang optimal
6.9,22.5,ikan nila,kurang optimal
6.9,25.4,ikan nila,optimal
6.6,27.0,ikan nila,optimal
5.9,22.9,ikan gurame,kurang optimal
6.3,24.1,ikan lele,kurang optimal
6.7,24.8,ikan nila,kurang optimal
6.7,22.9,ikan nila,kurang optimal
6.7,23.9,ikan nila,kurang optimal
7.0,23.5,ikan nila,kurang optimal
6.2,25.8,ikan lele,kurang optimal
6.5,25.7,ikan nila,optimal
6.7,20.7,ikan nila,kurang optimal
5.9,29.5,ikan gurame,kurang optimal
6.5,33.2,ikan nila,kurang optimal
7.4,30.9,ikan nila,kurang optimal
6.3,25.8,ikan lele,kurang optimal
6.4,21.6,ikan lele,kurang optimal
5.7,26.0,ikan gurame,kurang optimal
6.8,34.8,ikan nila,kurang optimal
6.2,32.0,ikan lele,kurang optimal
5.9,26.5,ikan gurame,kurang optimal
7.3,27.6,ikan nila,optimal
6.0,26.4,ikan lele,kurang optimal
7.0,29.5,ikan nila,optimal
7.1,20.0,ikan nila,kurang optimal
7.5,30.7,ikan nila,kurang optimal
7.0,30.6,ikan nila,kurang optimal
6.5,26.5,ikan nila,optimal
7.2,20.8,ikan nila,kurang optimal
6.5,32.4,ikan nila,kurang optimal
7.0,21.8,ikan nila,kurang optimal
6.0,21.5,ikan lele,kurang optimal
7.1,22.9,ikan nila,kurang optimal
7.3,24.0,ikan nila,kurang optimal
6.7,24.3,ikan nila,kurang optimal
6.8,21.5,ikan nila,kurang optimal
6.7,32.7,ikan nila,kurang optimal
6.2,21.0,ikan lele,kurang optimal
6.4,29.9,ikan lele,kurang optimal
5.8,20.5,ikan gurame,kurang optimal
7.1,23.8,ikan nila,kurang optimal
7.5,33.1,ikan nila,kurang optimal
6.8,20.4,ikan nila,kurang optimal
7.2,31.3,ikan nila,kurang optimal
6.8,28.5,ikan nila,optimal
6.3,21.2,ikan lele,kurang optimal
7.2,23.4,ikan nila,kurang optimal
6.0,22.8,ikan lele,kurang optimal
6.8,32.8,ikan nila,kurang optimal
6.9,33.5,ikan nila,kurang optimal
5.7,20.8,ikan gurame,kurang optimal
6.0,30.5,ikan lele,kurang optimal
7.4,29.6,ikan nila,optimal
7.3,24.9,ikan nila,kurang optimal
6.3,20.5,ikan lele,kurang optimal
6.5,21.3,ikan nila,kurang optimal
7.0,27.2,ikan nila,optimal
6.6,30.6,ikan nila,kurang optimal
7.1,29.4,ikan nila,optimal
6.5,24.1,ikan nila,kurang optimal
6.9,26.8,ikan nila,optimal
6.5,21.5,ikan nila,kurang optimal
5.9,22.6,ikan gurame,kurang optimal
5.7,20.2,ikan gurame,kurang optimal
7.1,20.7,ikan nila,kurang optimal
7.0,25.2,ikan nila,optimal
6.6,23.0,ikan nila,kurang optimal
6.3,20.4,ikan lele,kurang optimal
6.9,33.1,ikan nila,kurang optimal
6.4,23.4,ikan lele,kurang optimal
7.2,29.3,ikan nila,optimal
6.7,20.2,ikan nila,kurang optimal
6.5,30.8,ikan nila,kurang optimal
6.6,20.9,ikan nila,kurang optimal
5.8,21.2,ikan gurame,kurang optimal
5.5,21.8,ikan gurame,kurang optimal
5.5,20.3,ikan gurame,kurang optimal
7.2,20.7,ikan nila,kurang optimal
7.1,20.3,ikan nila,kurang optimal
5.9,28.3,ikan gurame,kurang optimal
5.8,26.5,ikan gurame,kurang optimal
6.1,21.4,ikan lele,kurang optimal
6.5,23.5,ikan nila,kurang optimal
6.5,28.3,ikan nila,optimal
5.8,24.2,ikan gurame,kurang optimal
5.6,22.2,ikan gurame,kurang optimal
5.8,27.3,ikan gurame,kurang optimal
7.3,22.8,ikan nila,kurang optimal
5.8,20.4,ikan gurame,kurang optimal
6.9,27.4,ikan nila,optimal
6.5,34.4,ikan nila,kurang optimal
6.6,30.4,ikan nila,kurang optimal
6.1,27.2,ikan lele,kurang optimal
6.3,22.9,ikan lele,kurang optimal
5.9,27.8,ikan gurame,kurang optimal
5.6,20.8,ikan gurame,kurang optimal
5.9,23.2,ikan gurame,kurang optimal
6.5,20.9,ikan nila,kurang optimal
6.8,22.2,ikan nila,kurang optimal
7.2,25.6,ikan nila,optimal
7.0,23.0,ikan nila,kurang optimal
6.7,20.0,ikan nila,kurang optimal
6.4,23.5,ikan lele,kurang optimal
6.4,26.4,ikan lele,kurang optimal
6.7,22.4,ikan nila,kurang optimal
6.2,24.5,ikan lele,kurang optimal
6.4,26.5,ikan lele,kurang optimal
6.7,27.9,ikan nila,optimal
6.5,21.9,ikan nila,kurang optimal
5.5,22.3,ikan gurame,kurang optimal
5.7,31.8,ikan gurame,kurang optimal
5.9,20.1,ikan gurame,kurang optimal
6.5,27.3,ikan nila,optimal
6.0,21.9,ikan lele,kurang optimal
6.5,34.9,ikan nila,kurang optimal
7.5,21.8,ikan nila,kurang optimal
6.4,22.9,ikan lele,kurang optimal
5.6,29.1,ikan gurame,kurang optimal
6.3,28.7,ikan lele,kurang optimal
6.2,25.5,ikan lele,kurang optimal
5.9,28.7,ikan gurame,kurang optimal
5.8,23.3,ikan gurame,kurang optimal
7.1,23.4,ikan nila,kurang optimal
6.0,24.9,ikan lele,kurang optimal
6.7,29.9,ikan nila,optimal
6.0,29.5,ikan lele,kurang optimal
